Medidas
3999
4003
4002
4002
4003
4003
4005
4001
4004
4001
4003
4001
4001
4002
4001
4000
4004
4002
4000
4003
4004
4003
4005
4000
4003
4000
4003
4001
4001
4005
4004
4004
4004
4000
4001
4006
4001
4003
4001
4000
4002
4002
4003
4003
4000
4003
4002
4002
4002
4005
4007
4001
4002
4004
4002
4002
4002
4004
4001
4004
4001
4001
4001
4004
4005
4001
4005
4001
4003
4003
4002
4003
4002
4001
4002
4002
4003
4004
4003
3999
4004
4000
4001
4001
4004
4002
4006
4005
4001
4002
4004
4001
4002
4003
4004
4004
4003
4004
4002
4004
